[2013-01-16 14:40:20,699]DEBUG   811[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,722]DEBUG   834[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{P}, COSFloat{-3.5734}, COSString{a}, COSFloat{-3.5734}, COSString{g}, COSFloat{-3.5734}, COSString{e}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{1}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{-}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.57193}, COSString{C}, COSFloat{-3.57193}, COSString{o}, COSFloat{-3.57193}, COSString{n}, COSFloat{-3.57193}, COSString{t}, COSFloat{-3.57193}, COSString{i}, COSFloat{-3.57193}, COSString{n}, COSFloat{-3.57193}, COSString{u}, COSFloat{-3.57193}, COSString{e}, COSFloat{-3.57193}, COSString{d}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{O}, COSFloat{-3.57193}, COSString{n}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{N}, COSFloat{-3.57193}, COSString{e}, COSFloat{-3.57193}, COSString{x}, COSFloat{-3.57193}, COSString{t}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{P}, COSFloat{-3.57193}, COSString{a}, COSFloat{-3.57193}, COSString{g}, COSFloat{-3.57193}, COSString{e}, COSFloat{600.001}]}
[2013-01-16 14:40:20,722]DEBUG   834[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,723]DEBUG   835[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{ET}
[2013-01-16 14:40:20,723]DEBUG   835[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Q}
[2013-01-16 14:40:20,723]DEBUG   835[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Q}
[2013-01-16 14:40:20,733]DEBUG   845[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{q}
[2013-01-16 14:40:20,734]DEBUG   846[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{0.12}
[2013-01-16 14:40:20,734]DEBUG   846[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{0}
[2013-01-16 14:40:20,734]DEBUG   846[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{0}
[2013-01-16 14:40:20,734]DEBUG   846[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{0.12}
[2013-01-16 14:40:20,734]DEBUG   846[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{0}
[2013-01-16 14:40:20,734]DEBUG   846[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{0}
[2013-01-16 14:40:20,734]DEBUG   846[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{cm}
[2013-01-16 14:40:20,734]DEBUG   846[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSName{R7}
[2013-01-16 14:40:20,734]DEBUG   846[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{gs}
[2013-01-16 14:40:20,734]DEBUG   846[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{0}
[2013-01-16 14:40:20,734]DEBUG   846[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{0}
[2013-01-16 14:40:20,734]DEBUG   846[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{0}
[2013-01-16 14:40:20,734]DEBUG   846[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{RG}
[2013-01-16 14:40:20,735]DEBUG   847[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{0}
[2013-01-16 14:40:20,735]DEBUG   847[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{0}
[2013-01-16 14:40:20,735]DEBUG   847[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{0}
[2013-01-16 14:40:20,735]DEBUG   847[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{rg}
[2013-01-16 14:40:20,735]DEBUG   847[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{q}
[2013-01-16 14:40:20,735]DEBUG   847[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{8.33333}
[2013-01-16 14:40:20,735]DEBUG   847[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{0}
[2013-01-16 14:40:20,735]DEBUG   847[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{0}
[2013-01-16 14:40:20,735]DEBUG   847[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{8.33333}
[2013-01-16 14:40:20,735]DEBUG   847[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{0}
[2013-01-16 14:40:20,736]DEBUG   848[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{0}
[2013-01-16 14:40:20,736]DEBUG   848[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{cm}
[2013-01-16 14:40:20,737]DEBUG   849[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{BT}
[2013-01-16 14:40:20,737]DEBUG   849[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSName{R9}
[2013-01-16 14:40:20,737]DEBUG   849[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{9.96}
[2013-01-16 14:40:20,737]DEBUG   849[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Tf}
[2013-01-16 14:40:20,740]DEBUG   852[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{0.998072}
[2013-01-16 14:40:20,740]DEBUG   852[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{0}
[2013-01-16 14:40:20,740]DEBUG   852[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{0}
[2013-01-16 14:40:20,740]DEBUG   852[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{1}
[2013-01-16 14:40:20,740]DEBUG   852[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{35.9995}
[2013-01-16 14:40:20,740]DEBUG   852[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{695.88}
[2013-01-16 14:40:20,740]DEBUG   852[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Tm}
[2013-01-16 14:40:20,740]DEBUG   852[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{ }, COSFloat{-3.5734}, COSString{I}, COSFloat{-3.5734}, COSString{N}, COSFloat{-3.5734}, COSString{V}, COSFloat{-3.5734}, COSString{O}, COSFloat{-3.5734}, COSString{I}, COSFloat{-3.5734}, COSString{C}, COSFloat{-3.5734}, COSString{E}, COSFloat{-3.5734}, COSString{ }, COSInt{600}]}
[2013-01-16 14:40:20,741]DEBUG   853[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,741]DEBUG   853[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{-36.0691}
[2013-01-16 14:40:20,741]DEBUG   853[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{-36}
[2013-01-16 14:40:20,741]DEBUG   853[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Td}
[2013-01-16 14:40:20,741]DEBUG   853[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{ }, COSFloat{-3.57317}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57303}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.57266}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{J}, COSFloat{-3.5734}, COSString{a}, COSFloat{-3.5734}, COSString{c}, COSFloat{-3.5734}, COSString{k}, COSFloat{-3.5734}, COSString{i}, COSFloat{-3.5734}, COSString{e}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{P}, COSFloat{-3.57193}, COSString{e}, COSFloat{-3.5734}, COSString{e}, COSFloat{-3.5734}, COSString{l}, COSFloat{-3.5734}, COSString{e}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }]}
[2013-01-16 14:40:20,741]DEBUG   853[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,743]DEBUG   855[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{306.591}
[2013-01-16 14:40:20,743]DEBUG   855[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{0}
[2013-01-16 14:40:20,743]DEBUG   855[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Td}
[2013-01-16 14:40:20,743]DEBUG   855[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{J}, COSFloat{-3.57193}, COSString{a}, COSFloat{-3.57193}, COSString{c}, COSFloat{-3.57193}, COSString{k}, COSFloat{-3.57193}, COSString{i}, COSFloat{-3.57193}, COSString{e}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{P}, COSFloat{-3.57193}, COSString{e}, COSFloat{-3.57193}, COSString{e}, COSFloat{-3.57193}, COSString{l}, COSFloat{-3.57193}, COSString{e}, COSFloat{600.001}]}
[2013-01-16 14:40:20,744]DEBUG   856[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,744]DEBUG   856[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{-306.591}
[2013-01-16 14:40:20,744]DEBUG   856[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{-12}
[2013-01-16 14:40:20,744]DEBUG   856[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Td}
[2013-01-16 14:40:20,745]DEBUG   857[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{ }, COSFloat{-3.57317}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57303}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.57266}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{C}, COSFloat{-3.5734}, COSString{/}, COSFloat{-3.5734}, COSString{O}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{J}, COSFloat{-3.5734}, COSString{a}, COSFloat{-3.5734}, COSString{c}, COSFloat{-3.5734}, COSString{k}, COSFloat{-3.57193}, COSString{i}, COSFloat{-3.5734}, COSString{e}, COSFloat{-3.5734}, COSString{'}, COSFloat{-3.5734}, COSString{s}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{D}, COSFloat{-3.5734}, COSString{o}, COSFloat{-3.5734}, COSString{g}, COSFloat{-3.5734}, COSString{s}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }]}
[2013-01-16 14:40:20,745]DEBUG   857[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,746]DEBUG   858[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{306.591}
[2013-01-16 14:40:20,746]DEBUG   858[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{0}
[2013-01-16 14:40:20,746]DEBUG   858[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Td}
[2013-01-16 14:40:20,746]DEBUG   858[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{C}, COSFloat{-3.57193}, COSString{/}, COSFloat{-3.57193}, COSString{O}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{J}, COSFloat{-3.57193}, COSString{a}, COSFloat{-3.57193}, COSString{c}, COSFloat{-3.57193}, COSString{k}, COSFloat{-3.57193}, COSString{i}, COSFloat{-3.57193}, COSString{e}, COSFloat{-3.57193}, COSString{'}, COSFloat{-3.57193}, COSString{s}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{D}, COSFloat{-3.57193}, COSString{o}, COSFloat{-3.57193}, COSString{g}, COSFloat{-3.57193}, COSString{s}, COSFloat{600.001}]}
[2013-01-16 14:40:20,746]DEBUG   858[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,747]DEBUG   859[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{-306.591}
[2013-01-16 14:40:20,747]DEBUG   859[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{-12}
[2013-01-16 14:40:20,747]DEBUG   859[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Td}
[2013-01-16 14:40:20,747]DEBUG   859[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{ }, COSFloat{-3.57317}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57303}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.57266}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{7}, COSFloat{-3.5734}, COSString{0}, COSFloat{-3.5734}, COSString{2}, COSFloat{-3.5734}, COSString{5}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{6}, COSFloat{-3.5734}, COSString{9}, COSFloat{-3.5734}, COSString{t}, COSFloat{-3.57193}, COSString{h}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{S}, COSFloat{-3.5734}, COSString{t}, COSFloat{-3.5734}, COSString{r}, COSFloat{-3.5734}, COSString{e}, COSFloat{-3.5734}, COSString{e}, COSFloat{-3.5734}, COSString{t}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }]}
[2013-01-16 14:40:20,747]DEBUG   859[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,749]DEBUG   861[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{306.591}
[2013-01-16 14:40:20,749]DEBUG   861[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{0}
[2013-01-16 14:40:20,749]DEBUG   861[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Td}
[2013-01-16 14:40:20,749]DEBUG   861[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{7}, COSFloat{-3.57193}, COSString{0}, COSFloat{-3.57193}, COSString{2}, COSFloat{-3.57193}, COSString{5}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{6}, COSFloat{-3.57193}, COSString{9}, COSFloat{-3.57193}, COSString{t}, COSFloat{-3.57193}, COSString{h}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{S}, COSFloat{-3.57193}, COSString{t}, COSFloat{-3.57193}, COSString{r}, COSFloat{-3.57193}, COSString{e}, COSFloat{-3.57193}, COSString{e}, COSFloat{-3.57193}, COSString{t}, COSFloat{599.998}]}
[2013-01-16 14:40:20,749]DEBUG   861[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,750]DEBUG   862[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{-306.591}
[2013-01-16 14:40:20,750]DEBUG   862[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{-12}
[2013-01-16 14:40:20,750]DEBUG   862[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Td}
[2013-01-16 14:40:20,750]DEBUG   862[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{ }, COSFloat{-3.57317}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57303}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.57266}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{G}, COSFloat{-3.5734}, COSString{l}, COSFloat{-3.5734}, COSString{e}, COSFloat{-3.5734}, COSString{n}, COSFloat{-3.5734}, COSString{d}, COSFloat{-3.5734}, COSString{a}, COSFloat{-3.5734}, COSString{l}, COSFloat{-3.5734}, COSString{e}, COSFloat{-3.57193}, COSString{,}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{N}, COSFloat{-3.5734}, COSString{Y}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{1}, COSFloat{-3.5734}, COSString{1}, COSFloat{-3.5734}, COSString{3}, COSFloat{-3.5734}, COSString{8}, COSFloat{-3.5734}, COSString{5}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }]}
[2013-01-16 14:40:20,751]DEBUG   863[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,751]DEBUG   863[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{306.591}
[2013-01-16 14:40:20,752]DEBUG   864[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{0}
[2013-01-16 14:40:20,752]DEBUG   864[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Td}
